timestamp,asof_date,baseline,ticker,news_headlines_7d,news_sent_7d,news_intensity_7d,news_labor_hits_7d
2025-12-17 19:10:30,2025-12-19,SPY,CRM,13,-1.0,1.0,0
2025-12-17 19:10:30,2025-12-19,SPY,EOG,20,1.0,1.0,6
2025-12-17 19:10:30,2025-12-19,SPY,FICO,4,1.0,0.333,1
2025-12-17 19:38:33,2025-12-19,SPY,HRL,11.0,0.0,0.917,3.0
2025-12-17 19:38:33,2025-12-19,SPY,ATO,7.0,0.333,0.583,3.0
2025-12-17 19:38:33,2025-12-19,SPY,FOX,3.0,0.0,0.25,2.0
2025-12-17 19:38:33,2025-12-19,SPY,COR,11.0,1.0,0.917,1.0
2025-12-17 19:38:33,2025-12-19,SPY,MCD,22.0,1.0,1.0,3.0
2025-12-17 19:38:33,2025-12-19,SPY,NOW,27.0,-0.5,1.0,11.0
2025-12-17 19:38:33,2025-12-19,SPY,AVGO,30.0,1.0,1.0,6.0
2025-12-17 19:38:33,2025-12-19,SPY,ECL,18.0,1.0,1.0,1.0
2025-12-17 19:38:33,2025-12-19,SPY,DDOG,19.0,1.0,1.0,5.0
2025-12-17 19:38:33,2025-12-19,SPY,AMD,19.0,1.0,1.0,3.0
2025-12-17 19:38:33,2025-12-19,SPY,ORCL,30.0,-1.0,1.0,4.0
2025-12-17 19:38:33,2025-12-19,SPY,CRWD,20.0,-0.385,1.0,21.0
2025-12-17 19:38:33,2025-12-19,SPY,COIN,26.0,-1.0,1.0,4.0
2025-12-17 19:38:33,2025-12-19,SPY,GNRC,7.0,1.0,0.583,1.0
2025-12-17 19:38:33,2025-12-19,SPY,CAT,17.0,1.0,1.0,2.0
2025-12-17 19:38:33,2025-12-19,SPY,CEG,15.0,1.0,1.0,5.0
2025-12-17 19:38:33,2025-12-19,SPY,BKR,5.0,1.0,0.417,0.0
2025-12-17 19:38:33,2025-12-19,SPY,ANET,21.0,0.75,1.0,5.0
2025-12-17 19:38:33,2025-12-19,SPY,ETN,12.0,1.0,1.0,1.0
2025-12-17 19:38:33,2025-12-19,SPY,HUBB,14.0,1.0,1.0,0.0
2025-12-17 19:38:33,2025-12-19,SPY,HPE,14.0,1.0,1.0,1.0
2025-12-17 19:38:33,2025-12-19,SPY,EXE,8.0,0.0,0.667,3.0
2025-12-17 19:38:33,2025-12-19,SPY,GLW,9.0,0.0,0.75,2.0
2025-12-17 19:38:33,2025-12-19,SPY,EBAY,17.0,1.0,1.0,3.0
2025-12-17 19:38:33,2025-12-19,SPY,HWM,17.0,1.0,1.0,2.0
2025-12-17 19:38:33,2025-12-19,SPY,BAC,21.0,1.0,1.0,1.0
2025-12-17 19:38:33,2025-12-19,SPY,APH,29.0,1.0,1.0,1.0
2025-12-17 19:38:33,2025-12-19,SPY,GEV,24.0,1.0,1.0,5.0
2025-12-17 19:38:33,2025-12-19,SPY,DELL,12.0,1.0,1.0,5.0
2025-12-17 19:38:33,2025-12-19,SPY,CVS,12.0,1.0,1.0,2.0
2025-12-17 19:40:06,2025-12-19,SPY,HRL,11,0.0,0.917,3
2025-12-17 19:40:06,2025-12-19,SPY,ATO,7,0.333,0.583,3
2025-12-17 19:40:06,2025-12-19,SPY,FOX,3,0.0,0.25,2
2025-12-17 19:40:06,2025-12-19,SPY,COR,11,1.0,0.917,1
2025-12-17 19:40:06,2025-12-19,SPY,MCD,22,1.0,1.0,3
2025-12-17 19:40:06,2025-12-19,SPY,NOW,27,-0.5,1.0,11
2025-12-17 19:40:06,2025-12-19,SPY,AVGO,30,1.0,1.0,6
2025-12-17 19:40:06,2025-12-19,SPY,ECL,18,1.0,1.0,1
2025-12-17 19:40:06,2025-12-19,SPY,DDOG,19,1.0,1.0,5
2025-12-17 19:40:06,2025-12-19,SPY,AMD,19,1.0,1.0,3
2025-12-17 19:40:06,2025-12-19,SPY,ORCL,30,-1.0,1.0,4
2025-12-17 19:40:06,2025-12-19,SPY,CRWD,20,-0.385,1.0,21
2025-12-17 19:40:06,2025-12-19,SPY,COIN,26,-1.0,1.0,4
2025-12-17 19:40:06,2025-12-19,SPY,GNRC,7,1.0,0.583,1
2025-12-17 19:40:06,2025-12-19,SPY,CAT,17,1.0,1.0,2
2025-12-17 19:40:06,2025-12-19,SPY,CEG,15,1.0,1.0,5
2025-12-17 19:40:06,2025-12-19,SPY,BKR,5,1.0,0.417,0
2025-12-17 19:40:06,2025-12-19,SPY,ANET,21,0.75,1.0,5
2025-12-17 19:40:06,2025-12-19,SPY,ETN,12,1.0,1.0,1
2025-12-17 19:40:06,2025-12-19,SPY,HUBB,14,1.0,1.0,0
2025-12-17 19:40:06,2025-12-19,SPY,HPE,14,1.0,1.0,1
2025-12-17 19:40:06,2025-12-19,SPY,EXE,8,0.0,0.667,3
2025-12-17 19:40:06,2025-12-19,SPY,GLW,9,0.0,0.75,2
2025-12-17 19:40:06,2025-12-19,SPY,EBAY,17,1.0,1.0,3
2025-12-17 19:40:06,2025-12-19,SPY,HWM,17,1.0,1.0,2
2025-12-17 19:40:06,2025-12-19,SPY,BAC,21,1.0,1.0,1
2025-12-17 19:40:06,2025-12-19,SPY,APH,29,1.0,1.0,1
2025-12-17 19:40:06,2025-12-19,SPY,GEV,24,1.0,1.0,5
2025-12-17 19:40:06,2025-12-19,SPY,DELL,12,1.0,1.0,5
2025-12-17 19:40:06,2025-12-19,SPY,CVS,12,1.0,1.0,2
2025-12-17 20:22:59,2025-12-19,SPY,HRL,12.0,1.0,1.0,3.0
2025-12-17 20:22:59,2025-12-19,SPY,ATO,7.0,0.333,0.583,3.0
2025-12-17 20:22:59,2025-12-19,SPY,FOX,3.0,0.0,0.25,2.0
2025-12-17 20:22:59,2025-12-19,SPY,COR,12.0,1.0,1.0,1.0
2025-12-17 20:22:59,2025-12-19,SPY,MCD,21.0,1.0,1.0,3.0
2025-12-17 20:22:59,2025-12-19,SPY,NOW,27.0,-0.2,1.0,10.0
2025-12-17 20:22:59,2025-12-19,SPY,AVGO,30.0,1.0,1.0,6.0
2025-12-17 20:22:59,2025-12-19,SPY,ECL,17.0,1.0,1.0,1.0
2025-12-17 20:22:59,2025-12-19,SPY,DDOG,21.0,1.0,1.0,6.0
2025-12-17 20:22:59,2025-12-19,SPY,AMD,20.0,1.0,1.0,4.0
2025-12-17 20:22:59,2025-12-19,SPY,ORCL,30.0,-1.0,1.0,4.0
2025-12-17 20:22:59,2025-12-19,SPY,CRWD,21.0,-0.407,1.0,22.0
2025-12-17 20:22:59,2025-12-19,SPY,COIN,27.0,-1.0,1.0,4.0
2025-12-17 20:22:59,2025-12-19,SPY,GNRC,7.0,1.0,0.583,1.0
2025-12-17 20:22:59,2025-12-19,SPY,CAT,17.0,1.0,1.0,2.0
2025-12-17 20:22:59,2025-12-19,SPY,CEG,14.0,1.0,1.0,5.0
2025-12-17 20:22:59,2025-12-19,SPY,BKR,7.0,1.0,0.583,0.0
2025-12-17 20:22:59,2025-12-19,SPY,ANET,21.0,0.75,1.0,5.0
2025-12-17 20:22:59,2025-12-19,SPY,ETN,14.0,1.0,1.0,1.0
2025-12-17 20:22:59,2025-12-19,SPY,HUBB,14.0,1.0,1.0,0.0
2025-12-17 20:22:59,2025-12-19,SPY,HPE,14.0,1.0,1.0,1.0
2025-12-17 20:22:59,2025-12-19,SPY,EXE,8.0,0.0,0.667,3.0
2025-12-17 20:22:59,2025-12-19,SPY,GLW,9.0,0.0,0.75,2.0
2025-12-17 20:22:59,2025-12-19,SPY,EBAY,16.0,1.0,1.0,2.0
2025-12-17 20:22:59,2025-12-19,SPY,HWM,17.0,1.0,1.0,2.0
2025-12-17 20:22:59,2025-12-19,SPY,BAC,21.0,1.0,1.0,1.0
2025-12-17 20:22:59,2025-12-19,SPY,APH,29.0,1.0,1.0,1.0
2025-12-17 20:22:59,2025-12-19,SPY,GEV,24.0,1.0,1.0,4.0
2025-12-17 20:22:59,2025-12-19,SPY,DELL,12.0,0.0,1.0,5.0
2025-12-17 20:22:59,2025-12-19,SPY,CVS,13.0,1.0,1.0,3.0
2025-12-17 20:32:44,2025-12-19,SPY,HRL,12.0,1.0,1.0,3.0
2025-12-17 20:32:44,2025-12-19,SPY,ATO,7.0,0.333,0.583,3.0
2025-12-17 20:32:44,2025-12-19,SPY,FOX,3.0,0.0,0.25,2.0
2025-12-17 20:32:44,2025-12-19,SPY,COR,12.0,1.0,1.0,1.0
2025-12-17 20:32:44,2025-12-19,SPY,MCD,22.0,1.0,1.0,3.0
2025-12-17 20:32:44,2025-12-19,SPY,NOW,27.0,-0.2,1.0,10.0
2025-12-17 20:32:44,2025-12-19,SPY,AVGO,30.0,1.0,1.0,6.0
2025-12-17 20:32:44,2025-12-19,SPY,ECL,17.0,1.0,1.0,1.0
2025-12-17 20:32:44,2025-12-19,SPY,DDOG,19.0,1.0,1.0,6.0
2025-12-17 20:32:44,2025-12-19,SPY,AMD,20.0,1.0,1.0,4.0
2025-12-17 20:32:44,2025-12-19,SPY,ORCL,30.0,-1.0,1.0,4.0
2025-12-17 20:32:44,2025-12-19,SPY,CRWD,21.0,-0.407,1.0,22.0
2025-12-17 20:32:44,2025-12-19,SPY,COIN,26.0,-1.0,1.0,4.0
2025-12-17 20:32:44,2025-12-19,SPY,GNRC,7.0,1.0,0.583,1.0
2025-12-17 20:32:44,2025-12-19,SPY,CAT,17.0,1.0,1.0,2.0
2025-12-17 20:32:44,2025-12-19,SPY,CEG,15.0,1.0,1.0,5.0
2025-12-17 20:32:44,2025-12-19,SPY,BKR,6.0,1.0,0.5,0.0
2025-12-17 20:32:44,2025-12-19,SPY,ANET,21.0,0.75,1.0,5.0
2025-12-17 20:32:44,2025-12-19,SPY,ETN,15.0,1.0,1.0,1.0
2025-12-17 20:32:44,2025-12-19,SPY,HUBB,14.0,1.0,1.0,0.0
2025-12-17 20:32:44,2025-12-19,SPY,HPE,14.0,1.0,1.0,1.0
2025-12-17 20:32:44,2025-12-19,SPY,EXE,8.0,0.0,0.667,3.0
2025-12-17 20:32:44,2025-12-19,SPY,GLW,11.0,0.0,0.917,2.0
2025-12-17 20:32:44,2025-12-19,SPY,EBAY,16.0,1.0,1.0,2.0
2025-12-17 20:32:44,2025-12-19,SPY,HWM,17.0,1.0,1.0,2.0
2025-12-17 20:32:44,2025-12-19,SPY,BAC,21.0,1.0,1.0,1.0
2025-12-17 20:32:44,2025-12-19,SPY,APH,29.0,1.0,1.0,1.0
2025-12-17 20:32:44,2025-12-19,SPY,GEV,24.0,1.0,1.0,4.0
2025-12-17 20:32:44,2025-12-19,SPY,DELL,12.0,0.0,1.0,5.0
2025-12-17 20:32:44,2025-12-19,SPY,CVS,13.0,1.0,1.0,3.0
2025-12-17 20:50:28,2025-12-19,SPY,HRL,11,0.0,0.917,3
2025-12-17 20:50:28,2025-12-19,SPY,ATO,7,0.333,0.583,3
2025-12-17 20:50:28,2025-12-19,SPY,FOX,3,0.0,0.25,2
2025-12-17 20:50:28,2025-12-19,SPY,COR,12,1.0,1.0,0
2025-12-17 20:50:28,2025-12-19,SPY,MCD,22,1.0,1.0,3
2025-12-17 20:50:28,2025-12-19,SPY,NOW,27,-0.2,1.0,10
2025-12-17 20:50:28,2025-12-19,SPY,AVGO,30,1.0,1.0,6
2025-12-17 20:50:28,2025-12-19,SPY,ECL,17,1.0,1.0,1
2025-12-17 20:50:28,2025-12-19,SPY,DDOG,20,1.0,1.0,6
2025-12-17 20:50:28,2025-12-19,SPY,AMD,20,1.0,1.0,4
2025-12-17 20:50:28,2025-12-19,SPY,ORCL,30,-1.0,1.0,3
2025-12-17 20:50:28,2025-12-19,SPY,CRWD,21,-0.407,1.0,22
2025-12-17 20:50:28,2025-12-19,SPY,COIN,26,-1.0,1.0,4
2025-12-17 20:50:28,2025-12-19,SPY,GNRC,7,1.0,0.583,1
2025-12-17 20:50:28,2025-12-19,SPY,CAT,17,1.0,1.0,2
2025-12-17 20:50:28,2025-12-19,SPY,CEG,15,1.0,1.0,5
2025-12-17 20:50:28,2025-12-19,SPY,BKR,6,1.0,0.5,0
2025-12-17 20:50:28,2025-12-19,SPY,ANET,23,0.75,1.0,5
2025-12-17 20:50:28,2025-12-19,SPY,ETN,15,1.0,1.0,1
2025-12-17 20:50:28,2025-12-19,SPY,HUBB,14,1.0,1.0,0
2025-12-17 20:50:28,2025-12-19,SPY,HPE,14,1.0,1.0,1
2025-12-17 20:50:28,2025-12-19,SPY,EXE,8,0.0,0.667,3
2025-12-17 20:50:28,2025-12-19,SPY,GLW,11,0.0,0.917,2
2025-12-17 20:50:28,2025-12-19,SPY,EBAY,16,1.0,1.0,2
2025-12-17 20:50:28,2025-12-19,SPY,HWM,17,1.0,1.0,2
2025-12-17 20:50:28,2025-12-19,SPY,BAC,20,1.0,1.0,1
2025-12-17 20:50:28,2025-12-19,SPY,APH,29,1.0,1.0,1
2025-12-17 20:50:28,2025-12-19,SPY,GEV,21,1.0,1.0,5
2025-12-17 20:50:28,2025-12-19,SPY,DELL,13,0.0,1.0,6
2025-12-17 20:50:28,2025-12-19,SPY,CVS,12,1.0,1.0,3
2025-12-17 23:59:51,2025-12-19,SPY,ADP,8.0,-0.5,0.667,1.0
2025-12-17 23:59:51,2025-12-19,SPY,PEP,22.0,0.333,1.0,4.0
2025-12-17 23:59:51,2025-12-19,SPY,ROK,14.0,1.0,1.0,4.0
2025-12-17 23:59:51,2025-12-19,SPY,TXN,17.0,-0.25,1.0,2.0
2025-12-17 23:59:51,2025-12-19,SPY,TXT,8.0,0.333,0.667,1.0
2025-12-17 23:59:51,2025-12-19,SPY,VICI,14.0,1.0,1.0,4.0
2025-12-17 23:59:51,2025-12-19,SPY,WRB,14.0,1.0,1.0,3.0
2025-12-17 23:59:51,2025-12-19,SPY,MSI,6.0,1.0,0.5,1.0
2025-12-17 23:59:51,2025-12-19,SPY,ARE,5.0,0.0,0.417,1.0
2025-12-17 23:59:51,2025-12-19,SPY,PPL,12.0,1.0,1.0,6.0
2025-12-17 23:59:51,2025-12-19,SPY,IRM,10.0,0.5,0.833,0.0
2025-12-17 23:59:51,2025-12-19,SPY,CRM,15.0,0.0,1.0,0.0
2025-12-17 23:59:51,2025-12-19,SPY,NOW,27.0,-0.5,1.0,11.0
2025-12-17 23:59:51,2025-12-19,SPY,NFLX,27.0,1.0,1.0,1.0
2025-12-17 23:59:51,2025-12-19,SPY,CPRT,10.0,1.0,0.833,1.0
2025-12-17 23:59:51,2025-12-19,SPY,KMB,17.0,1.0,1.0,3.0
2025-12-17 23:59:51,2025-12-19,SPY,SO,17.0,1.0,1.0,4.0
2025-12-17 23:59:51,2025-12-19,SPY,MDLZ,20.0,1.0,1.0,1.0
2025-12-17 23:59:51,2025-12-19,SPY,URI,6.0,1.0,0.5,2.0
2025-12-17 23:59:51,2025-12-19,SPY,ORCL,30.0,-1.0,1.0,3.0
2025-12-17 23:59:51,2025-12-19,SPY,LIN,24.0,1.0,1.0,5.0
2025-12-17 23:59:51,2025-12-19,SPY,DUK,19.0,0.5,1.0,5.0
2025-12-17 23:59:51,2025-12-19,SPY,AWK,11.0,1.0,0.917,2.0
2025-12-17 23:59:51,2025-12-19,SPY,CPB,13.0,0.667,1.0,3.0
2025-12-17 23:59:51,2025-12-19,SPY,DTE,16.0,1.0,1.0,3.0
2025-12-17 23:59:51,2025-12-19,SPY,TMUS,9.0,-1.0,0.75,4.0
2025-12-17 23:59:51,2025-12-19,SPY,ZTS,22.0,1.0,1.0,1.0
2025-12-17 23:59:51,2025-12-19,SPY,PG,18.0,1.0,1.0,3.0
2025-12-17 23:59:51,2025-12-19,SPY,AZO,20.0,0.538,1.0,1.0
2025-12-17 23:59:51,2025-12-19,SPY,AEE,18.0,0.833,1.0,3.0
2025-12-18 00:00:16,2025-12-19,SPY,ADP,8,-0.5,0.667,1
2025-12-18 00:00:16,2025-12-19,SPY,PEP,22,0.333,1.0,4
2025-12-18 00:00:16,2025-12-19,SPY,ROK,14,1.0,1.0,4
2025-12-18 00:00:16,2025-12-19,SPY,TXN,17,-0.25,1.0,2
2025-12-18 00:00:16,2025-12-19,SPY,TXT,8,0.333,0.667,1
2025-12-18 00:00:16,2025-12-19,SPY,VICI,14,1.0,1.0,4
2025-12-18 00:00:16,2025-12-19,SPY,WRB,14,1.0,1.0,3
2025-12-18 00:00:16,2025-12-19,SPY,MSI,6,1.0,0.5,1
2025-12-18 00:00:16,2025-12-19,SPY,ARE,5,0.0,0.417,1
2025-12-18 00:00:16,2025-12-19,SPY,PPL,12,1.0,1.0,6
2025-12-18 00:03:41,2025-12-19,SPY,ADP,8,-0.5,0.667,1
2025-12-18 00:03:41,2025-12-19,SPY,PEP,22,0.333,1.0,4
2025-12-18 00:03:41,2025-12-19,SPY,ROK,14,1.0,1.0,4
2025-12-18 00:03:41,2025-12-19,SPY,TXN,17,-0.25,1.0,2
2025-12-18 00:03:41,2025-12-19,SPY,TXT,8,0.333,0.667,1
2025-12-18 00:03:41,2025-12-19,SPY,VICI,14,1.0,1.0,4
2025-12-18 00:03:41,2025-12-19,SPY,WRB,14,1.0,1.0,3
2025-12-18 00:03:41,2025-12-19,SPY,MSI,6,1.0,0.5,1
2025-12-18 00:03:41,2025-12-19,SPY,ARE,5,0.0,0.417,1
2025-12-18 00:03:41,2025-12-19,SPY,PPL,12,1.0,1.0,6
2025-12-18 01:00:40,2025-12-19,SPY,ADP,8.0,-0.5,0.667,1.0
2025-12-18 01:00:40,2025-12-19,SPY,PEP,22.0,0.5,1.0,4.0
2025-12-18 01:00:40,2025-12-19,SPY,ROK,11.0,1.0,0.917,3.0
2025-12-18 01:00:40,2025-12-19,SPY,TXN,16.0,-0.25,1.0,2.0
2025-12-18 01:00:40,2025-12-19,SPY,TXT,8.0,0.333,0.667,1.0
2025-12-18 01:00:40,2025-12-19,SPY,VICI,15.0,1.0,1.0,4.0
2025-12-18 01:00:40,2025-12-19,SPY,WRB,14.0,1.0,1.0,3.0
2025-12-18 01:00:40,2025-12-19,SPY,MSI,5.0,1.0,0.417,1.0
2025-12-18 01:00:40,2025-12-19,SPY,ARE,3.0,0.0,0.25,1.0
2025-12-18 01:00:40,2025-12-19,SPY,PPL,12.0,1.0,1.0,6.0
2025-12-18 01:00:40,2025-12-19,SPY,IRM,10.0,0.5,0.833,0.0
2025-12-18 01:00:40,2025-12-19,SPY,CRM,15.0,0.0,1.0,0.0
2025-12-18 01:00:40,2025-12-19,SPY,NOW,28.0,-0.5,1.0,12.0
2025-12-18 01:00:40,2025-12-19,SPY,NFLX,27.0,1.0,1.0,1.0
2025-12-18 01:00:40,2025-12-19,SPY,CPRT,9.0,1.0,0.75,1.0
2025-12-18 01:00:40,2025-12-19,SPY,KMB,17.0,1.0,1.0,3.0
2025-12-18 01:00:40,2025-12-19,SPY,SO,17.0,1.0,1.0,4.0
2025-12-18 01:00:40,2025-12-19,SPY,MDLZ,20.0,1.0,1.0,1.0
2025-12-18 01:00:40,2025-12-19,SPY,URI,6.0,1.0,0.5,2.0
2025-12-18 01:00:40,2025-12-19,SPY,ORCL,30.0,-1.0,1.0,2.0
2025-12-18 01:00:40,2025-12-19,SPY,LIN,23.0,1.0,1.0,5.0
2025-12-18 01:00:40,2025-12-19,SPY,DUK,18.0,0.5,1.0,5.0
2025-12-18 01:00:40,2025-12-19,SPY,AWK,11.0,1.0,0.917,2.0
2025-12-18 01:00:40,2025-12-19,SPY,CPB,13.0,0.667,1.0,3.0
2025-12-18 01:00:40,2025-12-19,SPY,DTE,16.0,1.0,1.0,3.0
2025-12-18 01:00:40,2025-12-19,SPY,TMUS,9.0,-1.0,0.75,4.0
2025-12-18 01:00:40,2025-12-19,SPY,PG,19.0,1.0,1.0,2.0
2025-12-18 01:00:40,2025-12-19,SPY,ZTS,22.0,1.0,1.0,2.0
2025-12-18 01:00:40,2025-12-19,SPY,AZO,20.0,0.571,1.0,1.0
2025-12-18 01:00:40,2025-12-19,SPY,AEE,17.0,0.8,1.0,3.0
2025-12-18 01:00:44,2025-12-19,SPY,ADP,8,-0.5,0.667,1
2025-12-18 01:00:44,2025-12-19,SPY,PEP,22,0.5,1.0,4
2025-12-18 01:00:44,2025-12-19,SPY,ROK,11,1.0,0.917,3
2025-12-18 01:00:44,2025-12-19,SPY,TXN,16,-0.25,1.0,2
2025-12-18 01:00:44,2025-12-19,SPY,TXT,8,0.333,0.667,1
2025-12-18 01:00:44,2025-12-19,SPY,VICI,15,1.0,1.0,4
2025-12-18 01:00:44,2025-12-19,SPY,WRB,14,1.0,1.0,3
2025-12-18 01:00:44,2025-12-19,SPY,MSI,5,1.0,0.417,1
2025-12-18 01:00:44,2025-12-19,SPY,ARE,3,0.0,0.25,1
2025-12-18 01:00:44,2025-12-19,SPY,PPL,12,1.0,1.0,6
2025-12-18 01:33:34,2025-12-19,SPY,TER,12.0,1.0,1.0,0.0
2025-12-18 01:33:34,2025-12-19,SPY,ATO,8.0,0.333,0.667,3.0
2025-12-18 01:33:34,2025-12-19,SPY,WDC,23.0,1.0,1.0,4.0
2025-12-18 01:33:34,2025-12-19,SPY,WBD,26.0,1.0,1.0,2.0
2025-12-18 01:33:34,2025-12-19,SPY,OXY,14.0,1.0,1.0,4.0
2025-12-18 01:33:34,2025-12-19,SPY,MU,30.0,1.0,1.0,9.0
2025-12-18 01:33:34,2025-12-19,SPY,PPG,13.0,1.0,1.0,0.0
2025-12-18 01:33:34,2025-12-19,SPY,PNW,14.0,0.2,1.0,2.0
2025-12-18 01:33:34,2025-12-19,SPY,ROK,10.0,1.0,0.833,3.0
2025-12-18 01:33:34,2025-12-19,SPY,ALB,15.0,1.0,1.0,2.0
2025-12-18 01:33:34,2025-12-19,SPY,GOOGL,28.0,0.636,1.0,1.0
2025-12-18 01:33:34,2025-12-19,SPY,GOOG,24.0,0.0,1.0,4.0
2025-12-18 01:33:34,2025-12-19,SPY,PEP,22.0,0.5,1.0,4.0
2025-12-18 01:33:34,2025-12-19,SPY,CAH,12.0,1.0,1.0,1.0
2025-12-18 01:33:34,2025-12-19,SPY,LLY,23.0,1.0,1.0,3.0
2025-12-18 01:33:34,2025-12-19,SPY,DG,16.0,0.667,1.0,2.0
2025-12-18 01:33:34,2025-12-19,SPY,AVGO,29.0,0.0,1.0,5.0
2025-12-18 01:33:34,2025-12-19,SPY,BIIB,13.0,0.429,1.0,2.0
2025-12-18 01:34:39,2025-12-19,SPY,TER,12,1.0,1.0,0
2025-12-18 01:34:39,2025-12-19,SPY,ATO,8,0.333,0.667,3
2025-12-18 01:34:39,2025-12-19,SPY,WDC,23,1.0,1.0,4
2025-12-18 01:34:39,2025-12-19,SPY,WBD,26,1.0,1.0,2
2025-12-18 01:34:39,2025-12-19,SPY,OXY,14,1.0,1.0,4
2025-12-18 01:34:39,2025-12-19,SPY,MU,30,1.0,1.0,9
2025-12-18 01:34:39,2025-12-19,SPY,PPG,13,1.0,1.0,0
